temperature,vibration,voltage,current,pressure,rpm,load,power,runtime_hours,maintenance_gap_hours,efficiency,thermal_fluctuation,vibration_instability,machine_type,failure_type,state,is_anomaly,degradation_progress,timestamp
63.61,3.624,399.5,50.0,7.46,2837.0,59.6,26.50533690899895,5182.0,448.94168375351455,84.0,2.9064168375351453,0.9564427617297331,COMPRESSOR,none,warning,0,0.2562,2026-04-17 04:46:13
67.31,3.864,398.5,50.0,7.8,2973.0,63.0,27.781811135091942,1110.0,598.390115260733,85.2,2.2369011526073304,0.7698441101897907,COMPRESSOR,none,warning,0,0.2767,2026-04-17 04:48:02
67.16,3.576,398.9,50.0,7.55,2927.0,64.9,31.428620222518788,5941.0,455.533505907271,83.7,3.9483350590727095,0.9034172059602217,COMPRESSOR,none,warning,0,0.2982,2026-04-17 04:50:28
62.83,3.567,400.9,50.0,7.58,2921.0,65.4,29.116379609453478,6536.0,689.3765844699674,83.6,4.288765844699674,0.9781768264686481,COMPRESSOR,power_instability,warning,0,0.3205,2026-04-17 04:52:59
66.98,4.135,398.9,50.0,7.9,2903.0,62.8,27.988332484003784,5200.0,405.9239552185804,79.5,3.9052395521858037,1.1271373600580636,COMPRESSOR,power_instability,warning,0,0.3437,2026-04-17 04:54:06
68.8,4.156,401.1,50.0,8.22,3038.0,69.4,33.56397472267599,6817.0,704.1801050587119,80.5,3.430801050587119,1.2183128283084748,COMPRESSOR,power_instability,warning,0,0.3677,2026-04-17 04:56:28
69.84,3.914,397.6,50.0,7.96,2934.0,63.6,30.639108776562537,867.0,393.1494100568195,77.7,3.584494100568195,1.056716906427561,COMPRESSOR,power_instability,warning,0,0.3927,2026-04-17 04:58:44
67.4,3.908,399.3,50.0,7.88,2820.0,57.0,27.448849170540594,4102.0,552.8361414176989,79.4,4.153361414176988,1.104362941930309,COMPRESSOR,power_instability,warning,0,0.4185,2026-04-17 05:00:14
64.71,3.953,402.8,50.0,8.02,2876.0,60.9,31.767816840037945,7614.0,835.2444709749934,76.1,4.816444709749935,1.3902639717968546,COMPRESSOR,power_instability,warning,0,0.4453,2026-04-17 05:02:18
67.7,4.455,400.8,50.0,8.01,2891.0,63.2,35.57230025170811,2846.0,867.3784762470596,77.7,4.515784762470596,1.2874327382720612,COMPRESSOR,power_instability,warning,0,0.473,2026-04-17 05:04:48
64.49,4.258,400.7,50.0,8.37,2883.0,61.2,30.826876548721323,6507.0,421.24214510360724,74.9,4.906421451036072,1.7288817034487725,COMPRESSOR,power_instability,warning,0,0.5016,2026-04-17 05:06:35
64.66,4.351,399.3,50.0,8.4,2908.0,61.0,34.58640199508541,2420.0,687.8393800827059,75.5,4.863393800827059,1.551623062758456,COMPRESSOR,power_instability,warning,0,0.531,2026-04-17 05:08:53
68.66,4.345,394.4,50.0,8.54,2873.0,61.5,34.93002804190813,2180.0,542.1740023927807,75.0,5.201740023927807,1.66666875747744,COMPRESSOR,power_instability,critical,1,0.5615,2026-04-17 05:10:53
65.79,3.951,396.4,50.0,8.56,2868.0,58.5,31.919956378531804,3071.0,928.2497556300124,71.6,4.950497556300124,1.9760304863437885,COMPRESSOR,power_instability,critical,1,0.5928,2026-04-17 05:12:22
66.4,4.35,400.8,50.0,8.55,2903.0,61.9,35.020643955096695,7166.0,524.0703092379284,71.6,5.847703092379284,1.6607197163685263,COMPRESSOR,power_instability,critical,1,0.6251,2026-04-17 05:14:42
65.81,4.316,402.9,50.0,8.67,2846.0,60.9,33.895633137274785,1671.0,549.6392617328682,74.3,6.113392617328682,1.9137476929152133,COMPRESSOR,power_instability,critical,1,0.6583,2026-04-17 05:16:54
68.18,4.848,401.1,50.0,9.67,2979.0,69.0,37.267752955791806,2195.0,604.9601437163236,70.9,7.910601437163237,1.8771254491135112,COMPRESSOR,power_instability,critical,1,0.6925,2026-04-17 05:18:15
68.94,4.855,395.2,50.0,9.4,2998.0,66.1,41.16740988138748,5240.0,1052.0364206928234,69.7,6.670364206928235,2.1168638146650736,COMPRESSOR,power_instability,critical,1,0.7275,2026-04-17 05:20:50
69.15,5.158,396.0,50.0,9.58,2984.0,65.3,38.763694344632874,4264.0,725.8714957100225,68.1,6.305714957100225,1.9409734240938203,COMPRESSOR,power_instability,critical,1,0.7636,2026-04-17 05:22:07
68.67,4.989,401.4,50.0,9.9,2960.0,69.2,42.92596761270923,3059.0,1060.4687118358802,63.8,6.684687118358803,2.153464724487126,COMPRESSOR,power_instability,critical,1,0.8006,2026-04-17 05:24:37
67.03,4.859,403.6,50.0,9.96,2917.0,63.7,39.38150951637026,3609.0,884.8313544862841,66.5,7.123313544862841,2.185347982769638,COMPRESSOR,power_instability,critical,1,0.8385,2026-04-17 05:26:55
68.08,5.041,403.0,50.0,9.3,2888.0,60.6,39.576715922758126,1390.0,824.9626536151095,62.9,7.437626536151095,2.2126332925472174,COMPRESSOR,power_instability,failed,1,0.8775,2026-04-17 05:28:52
69.46,5.077,403.0,50.0,9.85,2930.0,63.3,40.20645690969348,7716.0,1133.8657857775293,64.0,11.289657857775293,2.572330580554779,COMPRESSOR,power_instability,failed,1,0.9173,2026-04-17 05:30:39
69.15,5.434,398.9,50.0,10.34,2929.0,68.6,47.857915414131575,7418.0,1203.54387607632,60.9,7.9674387607632,2.8204496127385,COMPRESSOR,power_instability,failed,1,0.9582,2026-04-17 05:32:49
66.22,3.184,401.2,50.0,6.91,2984.0,69.4,26.52,2736.0,396.0,92.2,1.325,0.306,COMPRESSOR,none,healthy,0,0.0,2026-04-17 05:34:14
64.16,3.044,400.0,50.0,6.11,2859.0,63.9,22.242658659949413,1507.0,135.2390881249475,91.2,0.21439088124947508,0.06074715039046096,COMPRESSOR,none,healthy,0,0.0003,2026-04-17 05:36:06
66.54,3.038,399.4,50.0,6.82,2923.0,64.9,23.372831187145817,6826.0,45.098560543306114,92.8,2.1269856054330614,0.2924330016978316,COMPRESSOR,none,healthy,0,0.0014,2026-04-17 05:38:03
62.56,3.01,398.5,50.0,7.12,2958.0,70.6,23.060866593944134,5937.0,67.68055527087596,93.2,0.6948055527087595,0.20637673522148736,COMPRESSOR,none,healthy,0,0.0034,2026-04-17 05:40:10
62.95,3.072,398.2,50.0,6.9,2876.0,62.6,21.614413761387972,3575.0,165.04765875584155,90.6,1.2844765875584154,0.40677393361200487,COMPRESSOR,none,healthy,0,0.0063,2026-04-17 05:42:08
65.24,3.26,400.5,50.0,6.62,2970.0,66.2,24.440365070463162,1719.0,492.24692444233057,92.5,0.5784692444233058,0.2417716388822831,COMPRESSOR,none,healthy,0,0.0103,2026-04-17 05:44:30
61.45,3.03,403.6,50.0,6.73,2882.0,64.4,21.55191076158694,5766.0,456.31659772053536,87.9,1.8141659772053538,0.07048936787667301,COMPRESSOR,none,healthy,0,0.0154,2026-04-17 05:46:20
66.4,3.278,399.8,50.0,6.62,2990.0,75.0,23.965395126527703,7065.0,114.28915206462145,90.0,0.8588915206462144,0.174028600201942,COMPRESSOR,none,healthy,0,0.0216,2026-04-17 05:48:40
63.34,2.698,401.4,50.0,6.47,2822.0,59.4,20.828771412401977,5329.0,395.19294923768626,90.9,0.5549294923768625,0.15847796636776953,COMPRESSOR,none,healthy,0,0.029,2026-04-17 05:50:05
61.45,3.002,401.0,50.0,6.86,2892.0,68.8,22.543741404842965,4760.0,52.05325572651668,88.3,0.6205325572651669,0.17891642414536466,COMPRESSOR,none,healthy,0,0.0376,2026-04-17 05:52:50
64.9,3.126,394.8,50.0,6.35,2902.0,63.9,21.499770244417117,211.0,516.8929141627599,89.6,2.0319291416275993,0.18841535675862484,COMPRESSOR,none,healthy,0,0.0474,2026-04-17 05:54:42
68.38,3.016,398.3,50.0,6.35,2978.0,66.0,24.89850465706793,7030.0,535.7328119250255,85.1,2.275328119250256,0.338040037265705,COMPRESSOR,none,healthy,0,0.0584,2026-04-17 05:56:32
68.26,2.936,402.4,50.0,6.51,2787.0,60.3,22.05695158269771,6161.0,385.59222216295683,90.4,1.4189222216295683,0.39385069425924013,COMPRESSOR,none,healthy,0,0.0707,2026-04-17 05:58:31
70.12,2.956,403.9,50.0,7.04,3000.0,72.4,27.14613136166678,4262.0,480.4890602944993,90.1,0.9898906029449932,0.2809033134203104,COMPRESSOR,none,healthy,0,0.0844,2026-04-17 06:00:37
67.32,2.861,399.8,50.0,6.54,2963.0,62.0,25.58751021077819,5763.0,156.440082143697,90.0,2.26940082143697,0.45225025669905305,COMPRESSOR,none,healthy,0,0.0993,2026-04-17 06:02:08
69.19,3.043,402.0,50.0,6.85,2897.0,64.9,22.075463976329132,1567.0,552.4610404103439,88.8,3.0986104041034395,0.3089407512823248,COMPRESSOR,none,healthy,0,0.1156,2026-04-17 06:04:56
71.61,3.214,400.2,50.0,7.39,2959.0,70.1,27.37483570306398,7442.0,138.56681054743973,88.9,2.2286681054743975,0.40202128296074924,COMPRESSOR,none,healthy,0,0.1332,2026-04-17 06:06:36
70.74,3.119,397.0,50.0,7.51,3024.0,68.3,25.7370882178855,5957.0,518.7714936426627,87.2,1.861714936426627,0.4315359176333209,COMPRESSOR,none,healthy,0,0.1522,2026-04-17 06:08:25
70.89,2.997,399.9,50.0,6.45,2926.0,64.7,21.701598291863412,2012.0,481.08850166141974,86.2,1.3908850166141977,0.7505265676919368,COMPRESSOR,none,healthy,0,0.1726,2026-04-17 06:10:27
74.8,3.016,403.4,50.0,7.42,3011.0,70.4,24.713158660592185,5586.0,537.5306289221269,85.3,1.9643062892212684,0.6090332153816463,COMPRESSOR,none,healthy,0,0.1944,2026-04-17 06:12:54
76.99,3.053,403.9,50.0,7.41,2935.0,71.4,29.100463857943723,3499.0,595.1101126592248,86.5,3.075101126592248,0.5690941020600775,COMPRESSOR,none,healthy,0,0.2176,2026-04-17 06:14:29
80.27,3.373,400.0,50.0,7.4,2955.0,68.4,27.88368968405646,300.0,306.838684819548,85.0,3.0233868481954795,0.7657458900610875,COMPRESSOR,none,healthy,0,0.2423,2026-04-17 06:16:26
75.26,3.153,397.9,50.0,7.57,2928.0,68.1,25.059642983307313,907.0,530.7276167306509,84.2,4.248276167306509,0.7840238022832842,COMPRESSOR,none,warning,0,0.2684,2026-04-17 06:18:00
79.86,3.25,399.4,50.0,7.85,2956.0,70.0,26.09212919602881,6564.0,314.7877579107428,85.6,4.154877579107428,0.8719617434710714,COMPRESSOR,none,warning,0,0.296,2026-04-17 06:20:06
82.99,3.112,401.5,50.0,7.58,2935.0,61.2,25.527033993340446,4496.0,417.02957001686104,80.6,3.0072957001686103,0.8565924063026907,COMPRESSOR,cooling_degradation,warning,0,0.325,2026-04-17 06:22:38
83.25,3.087,400.8,50.0,7.35,2963.0,62.7,25.00344925033132,4879.0,587.463156722825,80.9,4.62663156722825,1.3669473647588282,COMPRESSOR,cooling_degradation,warning,0,0.3556,2026-04-17 06:24:58
81.39,3.334,400.5,50.0,8.32,2906.0,62.9,25.099217922613914,2076.0,605.0982901623483,82.0,3.2699829016234836,1.0080571567573386,COMPRESSOR,cooling_degradation,warning,0,0.3876,2026-04-17 06:26:25
86.0,3.154,396.3,50.0,7.71,2911.0,60.5,25.145522114706655,7796.0,397.9444344522916,79.7,4.594444344522916,1.2279513576634113,COMPRESSOR,cooling_degradation,warning,0,0.4212,2026-04-17 06:28:56
86.64,3.076,399.3,50.0,8.04,3037.0,68.0,31.300917497501825,814.0,625.0107667171762,78.4,3.780107667171763,1.2316586459911758,COMPRESSOR,cooling_degradation,warning,0,0.4563,2026-04-17 06:30:36
92.58,3.271,403.2,50.0,9.02,2978.0,70.9,29.222507121717914,1708.0,799.3061959621398,78.1,4.663061959621397,1.3632068623816866,COMPRESSOR,cooling_degradation,warning,0,0.4929,2026-04-17 06:32:12
98.46,3.476,397.6,50.0,8.91,2926.0,66.9,29.001078985789164,7680.0,536.8393800827059,77.7,4.980393800827059,1.678623062758456,COMPRESSOR,cooling_degradation,warning,0,0.531,2026-04-17 06:34:23
94.15,3.33,402.4,50.0,9.26,3036.0,76.6,34.95768468802418,6460.0,881.618741252578,74.8,6.12418741252578,1.463933566414306,COMPRESSOR,cooling_degradation,critical,1,0.5708,2026-04-17 06:36:23
94.99,3.267,399.3,50.0,8.86,2762.0,57.7,24.7595939125309,460.0,729.652479892499,76.1,6.01152479892499,1.5331639996640591,COMPRESSOR,cooling_degradation,critical,1,0.6121,2026-04-17 06:38:13
100.95,3.226,399.8,50.0,9.28,3074.0,72.5,31.80175220114092,7611.0,950.9485873921365,71.4,6.710485873921365,1.7513393356004265,COMPRESSOR,cooling_degradation,critical,1,0.6549,2026-04-17 06:40:00
103.57,3.273,396.3,50.0,8.78,2891.0,59.3,28.30823432650966,1862.0,610.5148577314342,73.3,6.290148577314342,1.7544839304107318,COMPRESSOR,cooling_degradation,critical,1,0.6994,2026-04-17 06:42:50
107.0,3.21,399.9,50.0,9.71,2978.0,71.1,31.20823395548402,1960.0,773.3588981267905,72.2,6.525588981267905,1.8976215566462202,COMPRESSOR,cooling_degradation,critical,1,0.7454,2026-04-17 06:44:41
106.48,3.249,402.9,50.0,9.14,2971.0,63.4,29.44040495120078,901.0,974.4881388099129,70.2,8.14688138809913,2.090775433780978,COMPRESSOR,cooling_degradation,critical,1,0.7931,2026-04-17 06:46:02
109.41,3.668,396.9,50.0,9.69,2964.0,69.3,32.18050494886175,2668.0,1114.9098420325513,67.0,7.180098420325513,2.321968256351723,COMPRESSOR,cooling_degradation,critical,1,0.8424,2026-04-17 06:48:38
111.34,3.442,399.8,50.0,9.95,2998.0,65.2,30.756770480582805,5632.0,918.6311103780056,71.7,7.400311103780057,2.6962222199312675,COMPRESSOR,cooling_degradation,failed,1,0.8933,2026-04-17 06:50:19
122.24,3.071,399.2,50.0,10.21,2924.0,68.0,29.785699354531324,815.0,1222.6588944499144,65.8,8.597588944499146,2.4265590451559826,COMPRESSOR,cooling_degradation,failed,1,0.9458,2026-04-17 06:52:29
61.88,3.019,397.9,50.0,6.72,2930.0,66.2,23.12,6983.0,191.0,90.4,2.722,0.039,COMPRESSOR,none,healthy,0,0.0,2026-04-17 06:54:04
64.81,3.09,398.3,50.0,6.84,2925.0,67.8,24.191276892317017,3894.0,439.105571915421,91.2,0.021055719154210062,0.40132991223569064,COMPRESSOR,none,healthy,0,0.0001,2026-04-17 06:56:49
65.42,3.151,400.0,50.0,6.67,2977.0,69.6,24.856027133193226,5259.0,198.48508114231197,94.2,0.16185081142311983,0.03451587856972495,COMPRESSOR,none,healthy,0,0.0006,2026-04-17 06:58:42
62.14,2.914,399.0,47.33,6.28,2886.0,62.5,18.92119120096766,2240.0,494.1836278125498,92.8,0.6468362781254978,0.3836988369142181,COMPRESSOR,none,healthy,0,0.0015,2026-04-17 07:00:07
63.27,3.096,399.8,50.0,6.2,2911.0,62.0,22.485029959006805,5076.0,38.22884764085543,91.6,0.10828847640855428,0.3009651488776732,COMPRESSOR,none,healthy,0,0.0028,2026-04-17 07:02:06
62.98,2.798,400.1,50.0,6.3,2874.0,64.6,22.781404054862893,6031.0,21.641517578090916,91.9,0.9554151757809092,0.07637974243153411,COMPRESSOR,none,healthy,0,0.0046,2026-04-17 07:04:28
61.87,2.843,398.5,46.69,5.99,2928.0,60.6,18.660605477775235,907.0,175.43852528481867,91.1,1.4443852528481866,0.45799539151505836,COMPRESSOR,none,healthy,0,0.0068,2026-04-17 07:06:50
66.12,3.074,401.5,50.0,7.02,2942.0,72.1,26.028977529673575,3826.0,447.6342097704261,91.7,0.6363420977042609,0.03885690553258151,COMPRESSOR,none,healthy,0,0.0095,2026-04-17 07:08:35
67.09,3.176,399.3,50.0,6.41,2966.0,68.8,24.786272694868842,1752.0,446.2410944743586,91.0,0.2714109447435862,0.18000342023237068,COMPRESSOR,none,healthy,0,0.0128,2026-04-17 07:10:16
63.24,3.038,396.7,50.0,6.16,2899.0,56.4,20.948077846951357,5173.0,119.27033608374424,91.2,0.6767033608374425,0.3164698002617008,COMPRESSOR,none,healthy,0,0.0166,2026-04-17 07:12:27
66.29,2.972,400.2,50.0,6.47,2837.0,56.2,20.883260077523172,5782.0,220.7320210065833,92.3,0.9843202100658328,0.19628756564557276,COMPRESSOR,none,healthy,0,0.0209,2026-04-17 07:14:59
63.9,2.956,398.5,50.0,6.5,2872.0,61.2,23.7323624475227,4983.0,95.63537228801201,88.8,1.48235372288012,0.3124855384000375,COMPRESSOR,none,healthy,0,0.0258,2026-04-17 07:16:49
63.72,3.058,403.0,50.0,6.54,2829.0,60.7,20.999134895002694,2918.0,314.988900193124,90.1,0.30088900193123974,0.12609031310351243,COMPRESSOR,none,healthy,0,0.0312,2026-04-17 07:18:59
64.0,3.1,398.8,50.0,6.7,2959.0,64.3,22.104527613425603,7312.0,136.80051546607893,93.1,0.3230051546607893,0.3001266108314966,COMPRESSOR,none,healthy,0,0.0373,2026-04-17 07:20:36
63.2,2.745,401.2,50.0,6.63,2882.0,59.8,22.029715202076098,5654.0,50.07761681996295,92.1,1.8077761681996296,0.20761755256238423,COMPRESSOR,none,healthy,0,0.0438,2026-04-17 07:22:15
67.68,3.133,398.6,50.0,7.03,2823.0,61.2,21.76542166169472,260.0,430.8271600276346,92.4,1.3712716002763459,0.3995848750863581,COMPRESSOR,none,healthy,0,0.051,2026-04-17 07:24:56
66.1,3.111,397.2,50.0,6.77,2910.0,65.0,23.889140176594715,326.0,199.05571350425987,88.4,0.7415571350425988,0.30204910470081214,COMPRESSOR,none,healthy,0,0.0588,2026-04-17 07:26:17
67.65,3.136,397.4,50.0,6.85,2977.0,68.7,24.850610995202278,6515.0,376.7695037357257,88.5,1.5256950373572573,0.5100296991741429,COMPRESSOR,none,healthy,0,0.0672,2026-04-17 07:28:16
69.22,3.199,396.0,50.0,6.9,2903.0,66.4,25.05114447522582,2065.0,120.97445291861925,88.4,1.1547445291861926,0.3065451653706852,COMPRESSOR,none,healthy,0,0.0762,2026-04-17 07:30:22
69.95,3.1,398.0,50.0,7.13,2893.0,69.0,24.431066046251843,6138.0,313.6762105209011,91.1,1.397762105209011,0.267613157877816,COMPRESSOR,none,healthy,0,0.0858,2026-04-17 07:32:44
67.5,3.238,401.7,50.0,6.92,3005.0,68.2,25.732545430499247,4510.0,174.88018002415225,87.1,4.130801800241523,0.4752505625754758,COMPRESSOR,none,healthy,0,0.0961,2026-04-17 07:34:40
67.55,3.153,400.0,50.0,6.65,2885.0,66.0,24.964530755283917,3251.0,260.5915417948137,90.4,1.0079154179481364,0.5854735681087926,COMPRESSOR,none,healthy,0,0.107,2026-04-17 07:36:40
69.52,2.885,398.9,50.0,7.2,2837.0,58.1,21.157634255360424,7876.0,586.8152728079632,88.5,1.7771527280796318,0.3932977275248849,COMPRESSOR,none,healthy,0,0.1185,2026-04-17 07:38:00
71.09,3.16,398.9,50.0,7.28,3044.0,70.1,25.496697924246266,1117.0,409.5561637842567,89.2,1.1455616378425668,0.9827380118258021,COMPRESSOR,none,healthy,0,0.1307,2026-04-17 07:40:11
69.76,3.196,396.8,50.0,7.28,2796.0,60.8,23.8340082612098,3498.0,321.81883418010636,86.7,1.6351883418010638,0.4188088568128325,COMPRESSOR,none,healthy,0,0.1435,2026-04-17 07:42:56
69.49,2.997,399.4,50.0,7.22,2855.0,61.9,24.890866698406956,2933.0,474.60774538061105,88.0,2.3890774538061104,0.5945242043144096,COMPRESSOR,none,healthy,0,0.157,2026-04-17 07:44:50
72.29,3.049,401.3,50.0,7.0,2870.0,57.7,20.279439245446287,7817.0,440.9272123757943,87.0,1.3712721237579426,0.627897538674357,COMPRESSOR,none,healthy,0,0.1712,2026-04-17 07:46:25
71.18,3.152,404.5,50.0,7.15,2946.0,70.9,26.999438468763937,4907.0,276.7814141475478,87.1,2.9148141414754782,0.553941919211087,COMPRESSOR,none,healthy,0,0.186,2026-04-17 07:48:09
71.32,2.833,396.8,50.0,6.83,2850.0,60.9,24.25918267315002,2213.0,568.174402953231,86.3,2.1217440295323104,0.5096700092288471,COMPRESSOR,none,healthy,0,0.2015,2026-04-17 07:50:07
77.41,3.025,399.6,50.0,7.35,3010.0,72.1,27.545975127392378,971.0,493.1101126592248,89.7,2.082101126592248,0.7110941020600775,COMPRESSOR,none,healthy,0,0.2176,2026-04-17 07:52:22
72.72,3.151,397.2,50.0,7.44,2886.0,67.4,25.85734176909602,6805.0,596.5923662517782,86.6,3.5599236625177824,0.856226144536807,COMPRESSOR,none,healthy,0,0.2345,2026-04-17 07:54:57
74.92,3.332,400.0,50.0,7.69,2947.0,68.3,25.516832389700852,3306.0,507.62488263165244,85.1,3.185248826316524,0.9060777582239138,COMPRESSOR,none,warning,0,0.252,2026-04-17 07:56:06
77.03,3.066,402.1,50.0,7.62,2944.0,64.8,23.779947064253225,5497.0,403.21128278222034,82.3,2.915112827822204,1.0706602586944387,COMPRESSOR,none,warning,0,0.2703,2026-04-17 07:58:02
81.83,3.097,397.3,50.0,7.9,3006.0,66.8,26.82088824655115,635.0,712.3550953869509,84.0,3.165550953869509,1.0689846730842216,COMPRESSOR,none,warning,0,0.2892,2026-04-17 08:00:24
78.5,3.264,399.5,50.0,7.51,2919.0,59.7,22.021185667217217,4300.0,639.0597619609402,84.7,4.4095976196094036,0.9610617561279384,COMPRESSOR,cooling_degradation,warning,0,0.3088,2026-04-17 08:02:15
79.2,2.953,403.1,50.0,7.43,2919.0,65.5,24.692915479330647,7188.0,712.3286415518471,84.1,3.23628641551847,0.9779020048495219,COMPRESSOR,cooling_degradation,warning,0,0.3292,2026-04-17 08:04:52
85.7,2.925,396.9,50.0,8.16,2888.0,64.9,27.72680658310344,5533.0,713.1650150578484,80.2,4.278650150578485,1.2595156720557763,COMPRESSOR,cooling_degradation,warning,0,0.3502,2026-04-17 08:06:54
82.72,3.026,396.4,50.0,8.38,2898.0,68.6,28.352039580774612,4824.0,584.5720892037773,80.7,3.0917208920377726,1.065912778761804,COMPRESSOR,cooling_degradation,warning,0,0.372,2026-04-17 08:08:45
85.95,2.98,400.2,50.0,7.96,2941.0,62.9,25.019550167281547,4806.0,549.5530002111567,83.1,3.503530002111567,1.0401031256598647,COMPRESSOR,cooling_degradation,warning,0,0.3944,2026-04-17 08:10:42
89.01,3.176,398.1,50.0,8.28,2949.0,58.8,23.061014873869482,5473.0,614.1108171932674,80.9,4.202108171932673,1.1500963037289607,COMPRESSOR,cooling_degradation,warning,0,0.4176,2026-04-17 08:12:19
89.18,3.323,400.1,50.0,8.33,2881.0,64.1,28.662567281784188,3249.0,549.2485453024785,80.9,4.433485453024785,1.3049017040702453,COMPRESSOR,cooling_degradation,warning,0,0.4416,2026-04-17 08:14:49
90.58,3.095,398.6,50.0,8.26,2954.0,66.2,27.502712201097086,3091.0,394.96912865376095,77.4,4.723691286537609,1.274528527043003,COMPRESSOR,cooling_degradation,warning,0,0.4662,2026-04-17 08:16:18
90.77,3.117,402.5,50.0,8.53,2964.0,63.3,26.99614711035267,4094.0,531.2754530454497,78.4,4.458754530454497,1.3429857907670304,COMPRESSOR,cooling_degradation,warning,0,0.4916,2026-04-17 08:18:42
95.36,3.318,401.7,50.0,8.3,2950.0,68.2,28.921760774980633,252.0,520.1703484958794,78.7,4.5027034849587935,1.494282339049623,COMPRESSOR,cooling_degradation,warning,0,0.5177,2026-04-17 08:20:01
96.57,3.235,400.4,50.0,8.85,2952.0,70.6,30.20214173599388,5662.0,856.6565916124096,77.1,5.098565916124096,1.5324268487887802,COMPRESSOR,cooling_degradation,warning,0,0.5446,2026-04-17 08:22:28
95.73,3.231,399.9,50.0,8.71,2879.0,61.5,26.002856484603612,6632.0,554.7369078075249,77.7,5.621369078075249,1.8764278368985154,COMPRESSOR,cooling_degradation,critical,1,0.5722,2026-04-17 08:24:48
96.14,3.308,399.8,50.0,8.68,2930.0,62.6,28.673585532216215,5766.0,634.4139733751049,77.7,5.05213973375105,1.514293666797203,COMPRESSOR,cooling_degradation,critical,1,0.6005,2026-04-17 08:26:00
100.36,3.293,399.9,50.0,9.07,3046.0,71.7,32.84841827679415,1239.0,741.6904174385788,71.9,5.544904174385788,1.767032554495559,COMPRESSOR,cooling_degradation,critical,1,0.6296,2026-04-17 08:28:44
100.84,3.256,401.9,50.0,8.99,2872.0,62.9,26.91860797327257,1212.0,561.5688237814622,76.2,5.518688237814623,1.7466525743170698,COMPRESSOR,cooling_degradation,critical,1,0.6595,2026-04-17 08:30:19
99.89,3.063,398.5,50.0,8.84,2847.0,56.8,23.03226688644162,1627.0,627.0517325697086,72.0,6.227517325697086,1.7971616642803394,COMPRESSOR,cooling_degradation,critical,1,0.6901,2026-04-17 08:32:26
105.62,3.144,401.0,50.0,9.21,2899.0,66.5,31.144756743260352,4004.0,1039.1416419743775,71.5,8.098416419743774,1.8695676311699299,COMPRESSOR,cooling_degradation,critical,1,0.7214,2026-04-17 08:34:28
103.56,3.338,403.4,50.0,9.54,2932.0,63.1,28.917563617792453,7317.0,798.8410097022913,70.4,6.668410097022913,2.03087815531966,COMPRESSOR,cooling_degradation,critical,1,0.7536,2026-04-17 08:36:49
111.42,3.363,396.6,50.0,10.25,2949.0,70.5,33.061589599603344,7480.0,976.1522544416181,69.5,8.61752254441618,2.2351007951300566,COMPRESSOR,cooling_degradation,critical,1,0.7864,2026-04-17 08:38:41
107.59,3.352,398.1,50.0,9.64,2861.0,63.3,28.56611627899443,5101.0,1099.0777572286775,71.3,7.175777572286776,2.1232429913396174,COMPRESSOR,cooling_degradation,critical,1,0.8201,2026-04-17 08:40:57
111.01,3.269,399.9,50.0,9.81,2991.0,67.6,32.163184054959075,289.0,734.6198627416833,68.9,7.190198627416833,2.5823120710677605,COMPRESSOR,cooling_degradation,failed,1,0.8545,2026-04-17 08:42:33
115.5,3.593,399.0,50.0,10.52,2984.0,71.8,33.43625825689327,4732.0,901.7808805266237,67.4,8.877808805266238,2.4283152516456994,COMPRESSOR,cooling_degradation,failed,1,0.8897,2026-04-17 08:44:46
113.56,3.18,400.0,50.0,10.5,2810.0,55.0,25.98053805679702,5324.0,775.5630861600232,65.4,8.655630861600233,2.5692596442500726,COMPRESSOR,cooling_degradation,failed,1,0.9257,2026-04-17 08:46:44
120.18,3.241,400.9,50.0,9.86,2931.0,65.2,32.1039374920703,1774.0,1228.968722352917,63.6,8.15768722352917,2.5431522573528658,COMPRESSOR,cooling_degradation,failed,1,0.9625,2026-04-17 08:48:11
60.27,3.088,400.9,50.0,6.03,2865.0,58.9,20.73,2232.0,364.0,91.2,0.512,0.208,COMPRESSOR,none,healthy,0,0.0,2026-04-17 08:50:40
62.37,2.862,399.4,50.0,6.41,2832.0,56.6,21.601507745531794,5626.0,415.06980303387917,93.2,2.475698030338792,0.11921813448087243,COMPRESSOR,none,healthy,0,0.0001,2026-04-17 08:52:04
64.59,2.86,397.4,50.0,6.32,2898.0,61.3,20.06643385424651,7993.0,292.3207305207633,92.6,0.13020730520763257,0.20800228287738518,COMPRESSOR,none,healthy,0,0.0004,2026-04-17 08:54:58
62.04,3.103,399.5,50.0,6.4,2970.0,66.9,22.767804199841628,5454.0,124.7826021908409,90.2,0.260826021908409,0.27844563184637783,COMPRESSOR,none,healthy,0,0.001,2026-04-17 08:56:17
65.63,2.918,400.4,50.0,6.91,2934.0,68.3,24.13551594072206,3655.0,489.4736904863924,89.7,0.6797369048639238,0.09860528276997618,COMPRESSOR,none,healthy,0,0.0018,2026-04-17 08:58:01
67.04,3.222,405.2,50.0,6.64,2976.0,70.6,24.198122672388912,5185.0,106.4077329075771,91.9,0.787077329075771,0.28452416533617847,COMPRESSOR,none,healthy,0,0.003,2026-04-17 09:00:13
63.71,3.213,399.3,50.0,6.46,3020.0,69.6,24.467667929777498,3154.0,170.59589539694406,90.1,1.1029589539694407,0.14523717311545023,COMPRESSOR,none,healthy,0,0.0045,2026-04-17 09:02:43
